"ciudad","periodo","año","mes","orden","semestre","apertura","rubro","mediana","mediapodada","cantidad_precios","ponderadorImplicito","variacion","incidencia","variacion_anual","incidencia_anual"
"Mar del Plata","2013-12",2013,12,130,"2013-IIS","Almacén-SinHarina","Almacén",179.48,181.27,2731,0.26,4.74,1.26,33.64,8.97
"Mar del Plata","2013-12",2013,12,200,"2013-IIS","Verdulería","Verdulería",120.70,123.69,917,0.18,5.15,0.91,12.49,2.66
"Mar del Plata","2013-12",2013,12,300,"2013-IIS","Carnicería","Carnicería",214.66,214.04,482,0.32,3.59,1.15,16.57,6.06
"Salta","2013-12",2013,12,1,"2013-IIS","CBA","total",726.03,727.50,4976,1.00,2.44,2.44,42.24,42.24
"Salta","2013-12",2013,12,100,"2013-IIS","Almacén","Almacén",335.04,333.10,3845,0.46,-0.96,-0.45,58.96,24.34
"Salta","2013-12",2013,12,120,"2013-IIS","Almacén-ConHarina","Almacén",174.89,169.79,665,0.24,0.19,0.04,106.58,17.67
"Salta","2013-12",2013,12,130,"2013-IIS","Almacén-SinHarina","Almacén",160.14,163.30,3180,0.22,-2.19,-0.50,26.99,6.66
"Salta","2013-12",2013,12,200,"2013-IIS","Verdulería","Verdulería",130.39,131.25,691,0.17,3.10,0.55,39.14,7.18
"Salta","2013-12",2013,12,300,"2013-IIS","Carnicería","Carnicería",260.59,263.14,440,0.35,6.82,2.35,26.54,10.71
"Tucuman","2013-12",2013,12,1,"2013-IIS","CBA","total",704.57,713.79,4226,1.00,4.44,4.44,36.20,36.20
"Tucuman","2013-12",2013,12,100,"2013-IIS","Almacén","Almacén",333.24,336.04,2751,0.47,2.62,1.26,53.48,22.45
"Tucuman","2013-12",2013,12,120,"2013-IIS","Almacén-ConHarina","Almacén",141.63,146.18,499,0.20,-0.34,-0.07,76.42,11.86
"Tucuman","2013-12",2013,12,130,"2013-IIS","Almacén-SinHarina","Almacén",191.61,189.85,2252,0.27,4.93,1.33,40.03,10.59
"Tucuman","2013-12",2013,12,200,"2013-IIS","Verdulería","Verdulería",119.74,125.45,902,0.16,-1.36,-0.24,11.25,2.34
"Tucuman","2013-12",2013,12,300,"2013-IIS","Carnicería","Carnicería",251.58,252.30,573,0.35,10.12,3.42,30.67,11.41
"Chaco","2014-1",2014,1,1,"2014-IS","CBA","total",688.70,703.86,3703,0.96,-1.10,-1.10,31.11,31.11
"Chaco","2014-1",2014,1,100,"2014-IS","Almacén","Almacén",320.56,328.92,2436,0.45,-5.59,-2.73,39.78,17.37
"Chaco","2014-1",2014,1,120,"2014-IS","Almacén-ConHarina","Almacén",127.56,132.17,412,0.17,-13.86,-2.94,57.94,8.90
"Chaco","2014-1",2014,1,130,"2014-IS","Almacén-SinHarina","Almacén",193.00,196.75,2024,0.27,0.79,0.21,29.91,8.46
"Chaco","2014-1",2014,1,200,"2014-IS","Verdulería","Verdulería",133.20,136.43,734,0.18,-0.49,-0.09,20.03,4.23
"Chaco","2014-1",2014,1,300,"2014-IS","Carnicería","Carnicería",234.92,238.49,533,0.33,5.36,1.71,27.01,9.51
"Conurbano","2014-1",2014,1,1,"2014-IS","CBA","total",764.07,767.40,6218,1.00,3.37,3.37,38.72,38.72
"Conurbano","2014-1",2014,1,100,"2014-IS","Almacén","Almacén",387.78,383.78,4110,0.50,5.66,2.81,55.07,25.00
"Conurbano","2014-1",2014,1,120,"2014-IS","Almacén-ConHarina","Almacén",182.64,177.38,749,0.23,3.53,0.84,78.17,14.54
"Conurbano","2014-1",2014,1,130,"2014-IS","Almacén-SinHarina","Almacén",205.14,206.39,3361,0.26,7.64,1.97,39.03,10.45
"Conurbano","2014-1",2014,1,200,"2014-IS","Verdulería","Verdulería",133.04,140.01,1245,0.17,0.88,0.15,27.81,5.25
"Conurbano","2014-1",2014,1,300,"2014-IS","Carnicería","Carnicería",243.23,243.60,863,0.31,1.25,0.40,23.69,8.45
"Corrientes","2014-1",2014,1,1,"2014-IS","CBA","total",677.24,682.02,3182,1.00,0.67,0.67,,
"Corrientes","2014-1",2014,1,100,"2014-IS","Almacén","Almacén",333.54,337.59,2270,0.49,1.60,0.78,,
"Corrientes","2014-1",2014,1,120,"2014-IS","Almacén-ConHarina","Almacén",133.47,135.93,453,0.19,-0.75,-0.15,,
"Corrientes","2014-1",2014,1,130,"2014-IS","Almacén-SinHarina","Almacén",200.07,201.66,1817,0.29,3.24,0.93,,
"Corrientes","2014-1",2014,1,200,"2014-IS","Verdulería","Verdulería",131.38,132.55,569,0.19,2.57,0.49,,
"Corrientes","2014-1",2014,1,300,"2014-IS","Carnicería","Carnicería",212.31,211.87,343,0.31,-1.84,-0.59,,
"Mar del Plata","2014-1",2014,1,1,"2014-IS","CBA","total",678.85,681.53,4481,1.00,1.76,1.76,31.83,31.83
"Mar del Plata","2014-1",2014,1,100,"2014-IS","Almacén","Almacén",328.24,331.98,3213,0.48,-1.04,-0.52,44.94,19.76
"Mar del Plata","2014-1",2014,1,120,"2014-IS","Almacén-ConHarina","Almacén",145.79,149.41,595,0.21,-4.23,-0.96,69.62,11.62
"Mar del Plata","2014-1",2014,1,130,"2014-IS","Almacén-SinHarina","Almacén",182.45,182.57,2618,0.26,1.65,0.44,29.84,8.14
"Mar del Plata","2014-1",2014,1,200,"2014-IS","Verdulería","Verdulería",123.13,123.86,850,0.18,2.01,0.36,23.45,4.54
"Mar del Plata","2014-1",2014,1,300,"2014-IS","Carnicería","Carnicería",227.46,225.68,418,0.33,5.96,1.91,20.52,7.52
"Salta","2014-1",2014,1,1,"2014-IS","CBA","total",754.57,757.55,2862,1.00,3.93,3.93,45.86,45.86
"Salta","2014-1",2014,1,100,"2014-IS","Almacén","Almacén",355.32,355.26,2322,0.47,6.05,2.79,68.65,27.95
"Salta","2014-1",2014,1,120,"2014-IS","Almacén-ConHarina","Almacén",185.36,183.40,424,0.24,5.98,1.44,124.33,19.85
"Salta","2014-1",2014,1,130,"2014-IS","Almacén-SinHarina","Almacén",169.95,171.85,1898,0.22,6.12,1.35,32.72,8.09
"Salta","2014-1",2014,1,200,"2014-IS","Verdulería","Verdulería",128.66,132.72,336,0.17,-1.32,-0.23,34.30,6.35
"Salta","2014-1",2014,1,300,"2014-IS","Carnicería","Carnicería",270.58,269.56,204,0.35,3.83,1.37,28.34,11.55
"Tucuman","2014-1",2014,1,1,"2014-IS","CBA","total",730.02,731.03,4080,1.00,3.61,3.61,39.53,39.53
"Tucuman","2014-1",2014,1,100,"2014-IS","Almacén","Almacén",343.72,344.55,2710,0.47,3.14,1.48,51.18,22.24
"Tucuman","2014-1",2014,1,120,"2014-IS","Almacén-ConHarina","Almacén",147.87,147.98,489,0.20,4.40,0.88,74.69,12.08
"Tucuman","2014-1",2014,1,130,"2014-IS","Almacén-SinHarina","Almacén",195.85,196.57,2221,0.26,2.21,0.60,37.23,10.15
"Tucuman","2014-1",2014,1,200,"2014-IS","Verdulería","Verdulería",118.77,119.59,843,0.16,-0.81,-0.13,14.82,2.93
"Tucuman","2014-1",2014,1,300,"2014-IS","Carnicería","Carnicería",267.52,266.87,527,0.36,6.33,2.26,39.04,14.35
"Chaco","2014-2",2014,2,1,"2014-IS","CBA","total",774.37,789.29,4071,1.00,12.44,12.04,46.94,46.94
"Chaco","2014-2",2014,2,100,"2014-IS","Almacén","Almacén",379.68,380.72,2778,0.49,18.44,8.31,62.18,27.62
"Chaco","2014-2",2014,2,120,"2014-IS","Almacén-ConHarina","Almacén",156.36,156.87,532,0.20,22.57,4.05,87.41,13.83
"Chaco","2014-2",2014,2,130,"2014-IS","Almacén-SinHarina","Almacén",223.32,223.85,2246,0.28,15.70,4.26,48.21,13.78
"Chaco","2014-2",2014,2,200,"2014-IS","Verdulería","Verdulería",145.14,151.71,772,0.18,8.96,1.67,40.00,7.86
"Chaco","2014-2",2014,2,300,"2014-IS","Carnicería","Carnicería",249.54,256.85,521,0.32,6.22,2.05,31.89,11.45
"Conurbano","2014-2",2014,2,1,"2014-IS","CBA","total",835.03,832.33,6300,1.00,9.28,9.28,46.12,46.12
"Conurbano","2014-2",2014,2,100,"2014-IS","Almacén","Almacén",397.70,400.75,4370,0.47,2.55,1.29,55.70,24.89
"Conurbano","2014-2",2014,2,120,"2014-IS","Almacén-ConHarina","Almacén",181.66,179.78,798,0.21,-0.53,-0.12,81.63,14.28
"Conurbano","2014-2",2014,2,130,"2014-IS","Almacén-SinHarina","Almacén",216.04,220.96,3572,0.25,5.30,1.42,39.01,10.61
"Conurbano","2014-2",2014,2,200,"2014-IS","Verdulería","Verdulería",156.00,155.79,1139,0.18,17.25,3.00,38.47,7.58
"Conurbano","2014-2",2014,2,300,"2014-IS","Carnicería","Carnicería",281.31,275.78,791,0.33,15.65,4.98,38.33,13.64
"Corrientes","2014-2",2014,2,1,"2014-IS","CBA","total",752.04,756.77,2967,1.00,0.00,0.00,,
"Corrientes","2014-2",2014,2,100,"2014-IS","Almacén","Almacén",367.75,368.58,2095,0.48,15.38,9.06833626616459e-03,,
"Corrientes","2014-2",2014,2,120,"2014-IS","Almacén-ConHarina","Almacén",140.10,142.21,407,0.18,10.00,0.15,,
"Corrientes","2014-2",2014,2,130,"2014-IS","Almacén-SinHarina","Almacén",227.65,226.37,1688,0.30,4.00,0.03,,
"Corrientes","2014-2",2014,2,200,"2014-IS","Verdulería","Verdulería",155.87,155.25,560,0.20,7.50,6.8012521660421e-03,,
"Corrientes","2014-2",2014,2,300,"2014-IS","Carnicería","Carnicería",228.42,232.93,312,0.30,-9.09,-0.03,,
"Salta","2014-2",2014,2,1,"2014-IS","CBA","total",835.56,851.07,4030,1.00,9.09,0.11,55.66,55.66
"Salta","2014-2",2014,2,100,"2014-IS","Almacén","Almacén",377.27,382.00,3171,0.45,2.12,0.03,65.75,27.88
"Salta","2014-2",2014,2,120,"2014-IS","Almacén-ConHarina","Almacén",179.41,180.05,484,0.21,0.00,0.00,87.40,15.58
"Salta","2014-2",2014,2,130,"2014-IS","Almacén-SinHarina","Almacén",197.85,201.94,2687,0.23,0.00,0.00,50.03,12.29
"Salta","2014-2",2014,2,200,"2014-IS","Verdulería","Verdulería",134.99,135.69,582,0.16,0.00,0.00,41.67,7.39
"Salta","2014-2",2014,2,300,"2014-IS","Carnicería","Carnicería",323.29,333.37,277,0.38,0.00,0.00,51.16,20.38
"Tucuman","2014-2",2014,2,1,"2014-IS","CBA","total",812.24,817.04,4246,1.00,6.16,0.02,55.18,55.18
"Tucuman","2014-2",2014,2,100,"2014-IS","Almacén","Almacén",372.79,374.60,2782,0.45,-6.66,-0.03,61.09,27.00
"Tucuman","2014-2",2014,2,120,"2014-IS","Almacén-ConHarina","Almacén",154.32,156.30,515,0.18,4.00,2.41958722472191e-03,81.15,13.20
"Tucuman","2014-2",2014,2,130,"2014-IS","Almacén-SinHarina","Almacén",218.47,218.30,2267,0.26,0.00,0.00,49.39,13.80
"Tucuman","2014-2",2014,2,200,"2014-IS","Verdulería","Verdulería",133.79,136.37,894,0.16,10.00,0.11,39.67,7.26
"Tucuman","2014-2",2014,2,300,"2014-IS","Carnicería","Carnicería",305.66,306.06,570,0.37,9.68,0.14,55.78,20.91
